,year,quarter,count,company_code,pub_code
0,1995,1,0,bsics,sfusat
1,1995,2,0,bsics,sfusat
2,1995,3,0,bsics,sfusat
3,1995,4,0,bsics,sfusat
4,1996,1,0,bsics,sfusat
5,1996,2,0,bsics,sfusat
6,1996,3,0,bsics,sfusat
7,1996,4,0,bsics,sfusat
8,1997,1,0,bsics,sfusat
9,1997,2,0,bsics,sfusat
10,1997,3,0,bsics,sfusat
11,1997,4,0,bsics,sfusat
12,1998,1,0,bsics,sfusat
13,1998,2,0,bsics,sfusat
14,1998,3,0,bsics,sfusat
15,1998,4,0,bsics,sfusat
16,1999,1,0,bsics,sfusat
17,1999,2,0,bsics,sfusat
18,1999,3,0,bsics,sfusat
19,1999,4,0,bsics,sfusat
20,2000,1,0,bsics,sfusat
21,2000,2,0,bsics,sfusat
22,2000,3,0,bsics,sfusat
23,2000,4,0,bsics,sfusat
24,2001,1,0,bsics,sfusat
25,2001,2,0,bsics,sfusat
26,2001,3,0,bsics,sfusat
27,2001,4,0,bsics,sfusat
28,2002,1,0,bsics,sfusat
29,2002,2,0,bsics,sfusat
30,2002,3,0,bsics,sfusat
31,2002,4,0,bsics,sfusat
32,2003,1,0,bsics,sfusat
33,2003,2,0,bsics,sfusat
34,2003,3,0,bsics,sfusat
35,2003,4,0,bsics,sfusat
36,2004,1,0,bsics,sfusat
37,2004,2,0,bsics,sfusat
38,2004,3,0,bsics,sfusat
39,2004,4,0,bsics,sfusat
40,2005,1,0,bsics,sfusat
41,2005,2,0,bsics,sfusat
42,2005,3,0,bsics,sfusat
43,2005,4,0,bsics,sfusat
44,2006,1,0,bsics,sfusat
45,2006,2,0,bsics,sfusat
46,2006,3,0,bsics,sfusat
47,2006,4,0,bsics,sfusat
48,2007,1,0,bsics,sfusat
49,2007,2,0,bsics,sfusat
50,2007,3,0,bsics,sfusat
51,2007,4,0,bsics,sfusat
52,2008,1,0,bsics,sfusat
53,2008,2,0,bsics,sfusat
54,2008,3,0,bsics,sfusat
55,2008,4,0,bsics,sfusat
56,2009,1,0,bsics,sfusat
57,2009,2,0,bsics,sfusat
58,2009,3,0,bsics,sfusat
59,2009,4,0,bsics,sfusat
60,2010,1,0,bsics,sfusat
61,2010,2,0,bsics,sfusat
62,2010,3,0,bsics,sfusat
63,2010,4,0,bsics,sfusat
64,2011,1,0,bsics,sfusat
65,2011,2,0,bsics,sfusat
66,2011,3,0,bsics,sfusat
67,2011,4,0,bsics,sfusat
68,2012,1,0,bsics,sfusat
69,2012,2,0,bsics,sfusat
70,2012,3,0,bsics,sfusat
71,2012,4,0,bsics,sfusat
72,2013,1,0,bsics,sfusat
73,2013,2,0,bsics,sfusat
74,2013,3,0,bsics,sfusat
75,2013,4,0,bsics,sfusat
76,2014,1,0,bsics,sfusat
77,2014,2,0,bsics,sfusat
78,2014,3,0,bsics,sfusat
79,2014,4,0,bsics,sfusat
80,2015,1,0,bsics,sfusat
81,2015,2,0,bsics,sfusat
82,2015,3,0,bsics,sfusat
83,2015,4,0,bsics,sfusat
84,2016,1,0,bsics,sfusat
85,2016,2,0,bsics,sfusat
86,2016,3,0,bsics,sfusat
87,2016,4,0,bsics,sfusat
88,2017,1,0,bsics,sfusat
89,2017,2,0,bsics,sfusat
90,2017,3,0,bsics,sfusat
91,2017,4,0,bsics,sfusat
92,2018,1,0,bsics,sfusat
