,year,quarter,count,company_code,pub_code,,,,,,,,,
50,2007,3,0,ibcm,sfusat,,,,,,,,,
51,2007,4,0,ibcm,sfusat,,,,,,,,,
52,2008,1,0,ibcm,sfusat,,,,,,,,,
53,2008,2,0,ibcm,sfusat,,,,,,,,,
54,2008,3,0,ibcm,sfusat,,,,,,,,,
55,2008,4,0,ibcm,sfusat,,,,,,,,,
56,2009,1,0,ibcm,sfusat,,,,,,,,,
57,2009,2,0,ibcm,sfusat,,,,,,,,,
58,2009,3,0,ibcm,sfusat,,,,,,,,,
59,2009,4,0,ibcm,sfusat,,,,,,,,,
60,2010,1,0,ibcm,sfusat,,,,,,,,,
61,2010,2,0,ibcm,sfusat,,,,,,,,,
62,2010,3,0,ibcm,sfusat,,,,,,,,,
63,2010,4,0,ibcm,sfusat,,,,,,,,,
64,2011,1,0,ibcm,sfusat,,,,,,,,,
65,2011,2,0,ibcm,sfusat,,,,,,,,,
66,2011,3,0,ibcm,sfusat,,,,,,,,,
67,2011,4,0,ibcm,sfusat,,,,,,,,,
68,2012,1,0,ibcm,sfusat,,,,,,,,,
69,2012,2,0,ibcm,sfusat,,,,,,,,,
70,2012,3,0,ibcm,sfusat,,,,,,,,,
71,2012,4,0,ibcm,sfusat,,,,,,,,,
72,2013,1,0,ibcm,sfusat,,,,,,,,,
73,2013,2,0,ibcm,sfusat,,,,,,,,,
74,2013,3,0,ibcm,sfusat,,,,,,,,,
75,2013,4,0,ibcm,sfusat,,,,,,,,,
76,2014,1,0,ibcm,sfusat,,,,,,,,,
77,2014,2,0,ibcm,sfusat,,,,,,,,,
78,2014,3,0,ibcm,sfusat,,,,,,,,,
79,2014,4,0,ibcm,sfusat,,,,,,,,,
80,2015,1,0,ibcm,sfusat,,,,,,,,,
81,2015,2,0,ibcm,sfusat,,,,,,,,,
82,2015,3,0,ibcm,sfusat,,,,,,,,,
83,2015,4,0,ibcm,sfusat,,,,,,,,,
84,2016,1,0,ibcm,sfusat,,,,,,,,,
85,2016,2,0,ibcm,sfusat,,,,,,,,,
86,2016,3,0,ibcm,sfusat,,,,,,,,,
87,2016,4,0,ibcm,sfusat,,,,,,,,,
88,2017,1,0,ibcm,sfusat,,,,,,,,,
89,2017,2,0,ibcm,sfusat,,,,,,,,,
90,2017,3,0,ibcm,sfusat,,,,,,,,,
91,2017,4,0,ibcm,sfusat,,,,,,,,,
92,2018,1,0,ibcm,sfusat,,,,,,,,,
93,2018,2,0,ibcm,sfusat,,,,,,,,,
94,2018,3,0,ibcm,sfusat,,,,,,,,,
95,2018,4,0,ibcm,sfusat,,,,,,,,,
96,2019,1,0,ibcm,sfusat,,,,,,,,,
97,2019,2,0,ibcm,sfusat,,,,,,,,,
98,2019,3,0,ibcm,sfusat,,,,,,,,,
99,2019,4,0,ibcm,sfusat,,,,,,,,,
100,2020,1,0,ibcm,sfusat,,,,,,,,,
101,2020,2,0,ibcm,sfusat,,,,,,,,,
0,1995,1,0,ibcm,sfwsj,,,,,,,,,
1,1995,2,0,ibcm,sfwsj,,,,,,,,,
2,1995,3,0,ibcm,sfwsj,,,,,,,,,
3,1995,4,0,ibcm,sfwsj,,,,,,,,,
4,1996,1,0,ibcm,sfwsj,,,,,,,,,
5,1996,2,0,ibcm,sfwsj,,,,,,,,,
6,1996,3,0,ibcm,sfwsj,,,,,,,,,
7,1996,4,0,ibcm,sfwsj,,,,,,,,,
8,1997,1,0,ibcm,sfwsj,,,,,,,,,
9,1997,2,0,ibcm,sfwsj,,,,,,,,,
10,1997,3,0,ibcm,sfwsj,,,,,,,,,
11,1997,4,0,ibcm,sfwsj,,,,,,,,,
12,1998,1,0,ibcm,sfwsj,,,,,,,,,
13,1998,2,0,ibcm,sfwsj,,,,,,,,,
14,1998,3,0,ibcm,sfwsj,,,,,,,,,
15,1998,4,0,ibcm,sfwsj,,,,,,,,,
16,1999,1,0,ibcm,sfwsj,,,,,,,,,
17,1999,2,0,ibcm,sfwsj,,,,,,,,,
18,1999,3,0,ibcm,sfwsj,,,,,,,,,
19,1999,4,0,ibcm,sfwsj,,,,,,,,,
20,2000,1,0,ibcm,sfwsj,,,,,,,,,
21,2000,2,0,ibcm,sfwsj,,,,,,,,,
22,2000,3,0,ibcm,sfwsj,,,,,,,,,
23,2000,4,0,ibcm,sfwsj,,,,,,,,,
24,2001,1,0,ibcm,sfwsj,,,,,,,,,
25,2001,2,0,ibcm,sfwsj,,,,,,,,,
26,2001,3,0,ibcm,sfwsj,,,,,,,,,
27,2001,4,0,ibcm,sfwsj,,,,,,,,,
28,2002,1,0,ibcm,sfwsj,,,,,,,,,
29,2002,2,0,ibcm,sfwsj,,,,,,,,,
30,2002,3,0,ibcm,sfwsj,,,,,,,,,
31,2002,4,0,ibcm,sfwsj,,,,,,,,,
32,2003,1,0,ibcm,sfwsj,,,,,,,,,
33,2003,2,0,ibcm,sfwsj,,,,,,,,,
34,2003,3,0,ibcm,sfwsj,,,,,,,,,
35,2003,4,0,ibcm,sfwsj,,,,,,,,,
36,2004,1,0,ibcm,sfwsj,,,,,,,,,
37,2004,2,0,ibcm,sfwsj,,,,,,,,,
38,2004,3,0,ibcm,sfwsj,,,,,,,,,
39,2004,4,0,ibcm,sfwsj,,,,,,,,,
40,2005,1,0,ibcm,sfwsj,,,,,,,,,
41,2005,2,0,ibcm,sfwsj,,,,,,,,,
42,2005,3,0,ibcm,sfwsj,,,,,,,,,
43,2005,4,0,ibcm,sfwsj,,,,,,,,,
44,2006,1,0,ibcm,sfwsj,,,,,,,,,
45,2006,2,0,ibcm,sfwsj,,,,,,,,,
46,2006,3,0,ibcm,sfwsj,,,,,,,,,
47,2006,4,0,ibcm,sfwsj,,,,,,,,,
48,2007,1,0,ibcm,sfwsj,,,,,,,,,
49,2007,2,0,ibcm,sfwsj,,,,,,,,,
50,2007,3,0,ibcm,sfwsj,,,,,,,,,
51,2007,4,0,ibcm,sfwsj,,,,,,,,,
52,2008,1,0,ibcm,sfwsj,,,,,,,,,
53,2008,2,0,ibcm,sfwsj,,,,,,,,,
54,2008,3,0,ibcm,sfwsj,,,,,,,,,
55,2008,4,0,ibcm,sfwsj,,,,,,,,,
56,2009,1,0,ibcm,sfwsj,,,,,,,,,
57,2009,2,0,ibcm,sfwsj,,,,,,,,,
58,2009,3,0,ibcm,sfwsj,,,,,,,,,
59,2009,4,0,ibcm,sfwsj,,,,,,,,,
60,2010,1,0,ibcm,sfwsj,,,,,,,,,
61,2010,2,0,ibcm,sfwsj,,,,,,,,,
62,2010,3,0,ibcm,sfwsj,,,,,,,,,
63,2010,4,0,ibcm,sfwsj,,,,,,,,,
64,2011,1,0,ibcm,sfwsj,,,,,,,,,
65,2011,2,0,ibcm,sfwsj,,,,,,,,,
66,2011,3,0,ibcm,sfwsj,,,,,,,,,
67,2011,4,0,ibcm,sfwsj,,,,,,,,,
68,2012,1,0,ibcm,sfwsj,,,,,,,,,
69,2012,2,0,ibcm,sfwsj,,,,,,,,,
70,2012,3,0,ibcm,sfwsj,,,,,,,,,
71,2012,4,0,ibcm,sfwsj,,,,,,,,,
72,2013,1,0,ibcm,sfwsj,,,,,,,,,
73,2013,2,0,ibcm,sfwsj,,,,,,,,,
74,2013,3,0,ibcm,sfwsj,,,,,,,,,
75,2013,4,0,ibcm,sfwsj,,,,,,,,,
76,2014,1,0,ibcm,sfwsj,,,,,,,,,
77,2014,2,0,ibcm,sfwsj,,,,,,,,,
78,2014,3,0,ibcm,sfwsj,,,,,,,,,
79,2014,4,0,ibcm,sfwsj,,,,,,,,,
80,2015,1,0,ibcm,sfwsj,,,,,,,,,
81,2015,2,0,ibcm,sfwsj,,,,,,,,,
82,2015,3,0,ibcm,sfwsj,,,,,,,,,
83,2015,4,0,ibcm,sfwsj,,,,,,,,,
84,2016,1,0,ibcm,sfwsj,,,,,,,,,
85,2016,2,0,ibcm,sfwsj,,,,,,,,,
86,2016,3,0,ibcm,sfwsj,,,,,,,,,
87,2016,4,0,ibcm,sfwsj,,,,,,,,,
88,2017,1,0,ibcm,sfwsj,,,,,,,,,
89,2017,2,0,ibcm,sfwsj,,,,,,,,,
90,2017,3,0,ibcm,sfwsj,,,,,,,,,
91,2017,4,0,ibcm,sfwsj,,,,,,,,,
92,2018,1,0,ibcm,sfwsj,,,,,,,,,
93,2018,2,0,ibcm,sfwsj,,,,,,,,,
94,2018,3,0,ibcm,sfwsj,,,,,,,,,
95,2018,4,0,ibcm,sfwsj,,,,,,,,,
96,2019,1,0,ibcm,sfwsj,,,,,,,,,
97,2019,2,0,ibcm,sfwsj,,,,,,,,,
98,2019,3,0,ibcm,sfwsj,,,,,,,,,
99,2019,4,0,ibcm,sfwsj,,,,,,,,,
100,2020,1,0,ibcm,sfwsj,,,,,,,,,
101,2020,2,0,ibcm,sfwsj,,,,,,,,,
0,1995,1,0,ibcm,sfnyt,,,,,,,,,
1,1995,2,0,ibcm,sfnyt,,,,,,,,,
2,1995,3,0,ibcm,sfnyt,,,,,,,,,
3,1995,4,0,ibcm,sfnyt,,,,,,,,,
4,1996,1,0,ibcm,sfnyt,,,,,,,,,
5,1996,2,0,ibcm,sfnyt,,,,,,,,,
6,1996,3,0,ibcm,sfnyt,,,,,,,,,
7,1996,4,0,ibcm,sfnyt,,,,,,,,,
8,1997,1,0,ibcm,sfnyt,,,,,,,,,
9,1997,2,0,ibcm,sfnyt,,,,,,,,,
10,1997,3,0,ibcm,sfnyt,,,,,,,,,
11,1997,4,0,ibcm,sfnyt,,,,,,,,,
12,1998,1,0,ibcm,sfnyt,,,,,,,,,
13,1998,2,0,ibcm,sfnyt,,,,,,,,,
14,1998,3,0,ibcm,sfnyt,,,,,,,,,
15,1998,4,0,ibcm,sfnyt,,,,,,,,,
16,1999,1,0,ibcm,sfnyt,,,,,,,,,
17,1999,2,0,ibcm,sfnyt,,,,,,,,,
18,1999,3,0,ibcm,sfnyt,,,,,,,,,
19,1999,4,0,ibcm,sfnyt,,,,,,,,,
20,2000,1,0,ibcm,sfnyt,,,,,,,,,
21,2000,2,0,ibcm,sfnyt,,,,,,,,,
22,2000,3,0,ibcm,sfnyt,,,,,,,,,
23,2000,4,0,ibcm,sfnyt,,,,,,,,,
24,2001,1,0,ibcm,sfnyt,,,,,,,,,
25,2001,2,0,ibcm,sfnyt,,,,,,,,,
26,2001,3,0,ibcm,sfnyt,,,,,,,,,
27,2001,4,0,ibcm,sfnyt,,,,,,,,,
28,2002,1,0,ibcm,sfnyt,,,,,,,,,
29,2002,2,0,ibcm,sfnyt,,,,,,,,,
30,2002,3,0,ibcm,sfnyt,,,,,,,,,
31,2002,4,0,ibcm,sfnyt,,,,,,,,,
32,2003,1,0,ibcm,sfnyt,,,,,,,,,
33,2003,2,0,ibcm,sfnyt,,,,,,,,,
34,2003,3,0,ibcm,sfnyt,,,,,,,,,
35,2003,4,0,ibcm,sfnyt,,,,,,,,,
36,2004,1,0,ibcm,sfnyt,,,,,,,,,
37,2004,2,0,ibcm,sfnyt,,,,,,,,,
38,2004,3,0,ibcm,sfnyt,,,,,,,,,
39,2004,4,0,ibcm,sfnyt,,,,,,,,,
40,2005,1,0,ibcm,sfnyt,,,,,,,,,
41,2005,2,0,ibcm,sfnyt,,,,,,,,,
42,2005,3,0,ibcm,sfnyt,,,,,,,,,
43,2005,4,0,ibcm,sfnyt,,,,,,,,,
44,2006,1,0,ibcm,sfnyt,,,,,,,,,
45,2006,2,0,ibcm,sfnyt,,,,,,,,,
46,2006,3,0,ibcm,sfnyt,,,,,,,,,
47,2006,4,0,ibcm,sfnyt,,,,,,,,,
48,2007,1,0,ibcm,sfnyt,,,,,,,,,
49,2007,2,0,ibcm,sfnyt,,,,,,,,,
50,2007,3,0,ibcm,sfnyt,,,,,,,,,
51,2007,4,0,ibcm,sfnyt,,,,,,,,,
52,2008,1,0,ibcm,sfnyt,,,,,,,,,
53,2008,2,0,ibcm,sfnyt,,,,,,,,,
54,2008,3,0,ibcm,sfnyt,,,,,,,,,
55,2008,4,0,ibcm,sfnyt,,,,,,,,,
56,2009,1,0,ibcm,sfnyt,,,,,,,,,
57,2009,2,0,ibcm,sfnyt,,,,,,,,,
58,2009,3,0,ibcm,sfnyt,,,,,,,,,
59,2009,4,0,ibcm,sfnyt,,,,,,,,,
60,2010,1,0,ibcm,sfnyt,,,,,,,,,
61,2010,2,0,ibcm,sfnyt,,,,,,,,,
62,2010,3,0,ibcm,sfnyt,,,,,,,,,
63,2010,4,0,ibcm,sfnyt,,,,,,,,,
64,2011,1,0,ibcm,sfnyt,,,,,,,,,
65,2011,2,0,ibcm,sfnyt,,,,,,,,,
66,2011,3,0,ibcm,sfnyt,,,,,,,,,
67,2011,4,0,ibcm,sfnyt,,,,,,,,,
68,2012,1,0,ibcm,sfnyt,,,,,,,,,
69,2012,2,0,ibcm,sfnyt,,,,,,,,,
70,2012,3,0,ibcm,sfnyt,,,,,,,,,
71,2012,4,0,ibcm,sfnyt,,,,,,,,,
72,2013,1,0,ibcm,sfnyt,,,,,,,,,
73,2013,2,0,ibcm,sfnyt,,,,,,,,,
74,2013,3,0,ibcm,sfnyt,,,,,,,,,
75,2013,4,0,ibcm,sfnyt,,,,,,,,,
76,2014,1,0,ibcm,sfnyt,,,,,,,,,
77,2014,2,0,ibcm,sfnyt,,,,,,,,,
78,2014,3,0,ibcm,sfnyt,,,,,,,,,
79,2014,4,0,ibcm,sfnyt,,,,,,,,,
80,2015,1,0,ibcm,sfnyt,,,,,,,,,
81,2015,2,0,ibcm,sfnyt,,,,,,,,,
82,2015,3,0,ibcm,sfnyt,,,,,,,,,
83,2015,4,0,ibcm,sfnyt,,,,,,,,,
84,2016,1,0,ibcm,sfnyt,,,,,,,,,
85,2016,2,0,ibcm,sfnyt,,,,,,,,,
86,2016,3,0,ibcm,sfnyt,,,,,,,,,
87,2016,4,0,ibcm,sfnyt,,,,,,,,,
88,2017,1,0,ibcm,sfnyt,,,,,,,,,
89,2017,2,0,ibcm,sfnyt,,,,,,,,,
90,2017,3,0,ibcm,sfnyt,,,,,,,,,
91,2017,4,0,ibcm,sfnyt,,,,,,,,,
92,2018,1,0,ibcm,sfnyt,,,,,,,,,
93,2018,2,0,ibcm,sfnyt,,,,,,,,,
94,2018,3,0,ibcm,sfnyt,,,,,,,,,
95,2018,4,0,ibcm,sfnyt,,,,,,,,,
96,2019,1,0,ibcm,sfnyt,,,,,,,,,
97,2019,2,0,ibcm,sfnyt,,,,,,,,,
98,2019,3,0,ibcm,sfnyt,,,,,,,,,
99,2019,4,0,ibcm,sfnyt,,,,,,,,,
100,2020,1,0,ibcm,sfnyt,,,,,,,,,
101,2020,2,0,ibcm,sfnyt,,,,,,,,,
0,1995,1,0,ibcm,sfglob,,,,,,,,,
1,1995,2,0,ibcm,sfglob,,,,,,,,,
2,1995,3,0,ibcm,sfglob,,,,,,,,,
3,1995,4,0,ibcm,sfglob,,,,,,,,,
4,1996,1,0,ibcm,sfglob,,,,,,,,,
5,1996,2,0,ibcm,sfglob,,,,,,,,,
6,1996,3,0,ibcm,sfglob,,,,,,,,,
7,1996,4,0,ibcm,sfglob,,,,,,,,,
8,1997,1,0,ibcm,sfglob,,,,,,,,,
9,1997,2,0,ibcm,sfglob,,,,,,,,,
10,1997,3,0,ibcm,sfglob,,,,,,,,,
11,1997,4,0,ibcm,sfglob,,,,,,,,,
12,1998,1,0,ibcm,sfglob,,,,,,,,,
13,1998,2,0,ibcm,sfglob,,,,,,,,,
14,1998,3,0,ibcm,sfglob,,,,,,,,,
15,1998,4,0,ibcm,sfglob,,,,,,,,,
16,1999,1,0,ibcm,sfglob,,,,,,,,,
17,1999,2,0,ibcm,sfglob,,,,,,,,,
18,1999,3,0,ibcm,sfglob,,,,,,,,,
19,1999,4,0,ibcm,sfglob,,,,,,,,,
20,2000,1,0,ibcm,sfglob,,,,,,,,,
21,2000,2,0,ibcm,sfglob,,,,,,,,,
22,2000,3,0,ibcm,sfglob,,,,,,,,,
23,2000,4,0,ibcm,sfglob,,,,,,,,,
24,2001,1,0,ibcm,sfglob,,,,,,,,,
25,2001,2,0,ibcm,sfglob,,,,,,,,,
26,2001,3,0,ibcm,sfglob,,,,,,,,,
27,2001,4,0,ibcm,sfglob,,,,,,,,,
28,2002,1,0,ibcm,sfglob,,,,,,,,,
29,2002,2,0,ibcm,sfglob,,,,,,,,,
30,2002,3,0,ibcm,sfglob,,,,,,,,,
31,2002,4,0,ibcm,sfglob,,,,,,,,,
32,2003,1,0,ibcm,sfglob,,,,,,,,,
33,2003,2,0,ibcm,sfglob,,,,,,,,,
34,2003,3,0,ibcm,sfglob,,,,,,,,,
35,2003,4,0,ibcm,sfglob,,,,,,,,,
36,2004,1,0,ibcm,sfglob,,,,,,,,,
37,2004,2,0,ibcm,sfglob,,,,,,,,,
38,2004,3,0,ibcm,sfglob,,,,,,,,,
39,2004,4,0,ibcm,sfglob,,,,,,,,,
40,2005,1,0,ibcm,sfglob,,,,,,,,,
41,2005,2,0,ibcm,sfglob,,,,,,,,,
42,2005,3,0,ibcm,sfglob,,,,,,,,,
43,2005,4,0,ibcm,sfglob,,,,,,,,,
44,2006,1,0,ibcm,sfglob,,,,,,,,,
45,2006,2,0,ibcm,sfglob,,,,,,,,,
46,2006,3,0,ibcm,sfglob,,,,,,,,,
47,2006,4,0,ibcm,sfglob,,,,,,,,,
48,2007,1,0,ibcm,sfglob,,,,,,,,,
49,2007,2,0,ibcm,sfglob,,,,,,,,,
50,2007,3,0,ibcm,sfglob,,,,,,,,,
51,2007,4,0,ibcm,sfglob,,,,,,,,,
52,2008,1,0,ibcm,sfglob,,,,,,,,,
53,2008,2,0,ibcm,sfglob,,,,,,,,,
54,2008,3,0,ibcm,sfglob,,,,,,,,,
55,2008,4,0,ibcm,sfglob,,,,,,,,,
56,2009,1,0,ibcm,sfglob,,,,,,,,,
57,2009,2,0,ibcm,sfglob,,,,,,,,,
58,2009,3,0,ibcm,sfglob,,,,,,,,,
59,2009,4,0,ibcm,sfglob,,,,,,,,,
60,2010,1,0,ibcm,sfglob,,,,,,,,,
61,2010,2,0,ibcm,sfglob,,,,,,,,,
62,2010,3,0,ibcm,sfglob,,,,,,,,,
63,2010,4,0,ibcm,sfglob,,,,,,,,,
64,2011,1,0,ibcm,sfglob,,,,,,,,,
65,2011,2,0,ibcm,sfglob,,,,,,,,,
66,2011,3,0,ibcm,sfglob,,,,,,,,,
67,2011,4,0,ibcm,sfglob,,,,,,,,,
68,2012,1,0,ibcm,sfglob,,,,,,,,,
69,2012,2,0,ibcm,sfglob,,,,,,,,,
70,2012,3,0,ibcm,sfglob,,,,,,,,,
71,2012,4,0,ibcm,sfglob,,,,,,,,,
72,2013,1,0,ibcm,sfglob,,,,,,,,,
73,2013,2,0,ibcm,sfglob,,,,,,,,,
74,2013,3,0,ibcm,sfglob,,,,,,,,,
75,2013,4,0,ibcm,sfglob,,,,,,,,,
76,2014,1,0,ibcm,sfglob,,,,,,,,,
77,2014,2,0,ibcm,sfglob,,,,,,,,,
78,2014,3,0,ibcm,sfglob,,,,,,,,,
79,2014,4,0,ibcm,sfglob,,,,,,,,,
80,2015,1,0,ibcm,sfglob,,,,,,,,,
81,2015,2,0,ibcm,sfglob,,,,,,,,,
82,2015,3,0,ibcm,sfglob,,,,,,,,,
83,2015,4,0,ibcm,sfglob,,,,,,,,,
84,2016,1,0,ibcm,sfglob,,,,,,,,,
85,2016,2,0,ibcm,sfglob,,,,,,,,,
86,2016,3,0,ibcm,sfglob,,,,,,,,,
87,2016,4,0,ibcm,sfglob,,,,,,,,,
88,2017,1,0,ibcm,sfglob,,,,,,,,,
89,2017,2,0,ibcm,sfglob,,,,,,,,,
90,2017,3,0,ibcm,sfglob,,,,,,,,,
91,2017,4,0,ibcm,sfglob,,,,,,,,,
92,2018,1,0,ibcm,sfglob,,,,,,,,,
93,2018,2,0,ibcm,sfglob,,,,,,,,,
94,2018,3,0,ibcm,sfglob,,,,,,,,,
95,2018,4,0,ibcm,sfglob,,,,,,,,,
96,2019,1,0,ibcm,sfglob,,,,,,,,,
97,2019,2,0,ibcm,sfglob,,,,,,,,,
98,2019,3,0,ibcm,sfglob,,,,,,,,,
99,2019,4,0,ibcm,sfglob,,,,,,,,,
100,2020,1,0,ibcm,sfglob,,,,,,,,,
101,2020,2,0,ibcm,sfglob,,,,,,,,,
0,1995,1,0,ibcm,sfftftp,,,,,,,,,
1,1995,2,0,ibcm,sfftftp,,,,,,,,,
2,1995,3,0,ibcm,sfftftp,,,,,,,,,
3,1995,4,0,ibcm,sfftftp,,,,,,,,,
4,1996,1,0,ibcm,sfftftp,,,,,,,,,
5,1996,2,0,ibcm,sfftftp,,,,,,,,,
6,1996,3,0,ibcm,sfftftp,,,,,,,,,
7,1996,4,0,ibcm,sfftftp,,,,,,,,,
8,1997,1,0,ibcm,sfftftp,,,,,,,,,
9,1997,2,0,ibcm,sfftftp,,,,,,,,,
10,1997,3,0,ibcm,sfftftp,,,,,,,,,
11,1997,4,0,ibcm,sfftftp,,,,,,,,,
12,1998,1,0,ibcm,sfftftp,,,,,,,,,
13,1998,2,0,ibcm,sfftftp,,,,,,,,,
14,1998,3,0,ibcm,sfftftp,,,,,,,,,
15,1998,4,0,ibcm,sfftftp,,,,,,,,,
16,1999,1,0,ibcm,sfftftp,,,,,,,,,
17,1999,2,0,ibcm,sfftftp,,,,,,,,,
18,1999,3,0,ibcm,sfftftp,,,,,,,,,
19,1999,4,0,ibcm,sfftftp,,,,,,,,,
20,2000,1,0,ibcm,sfftftp,,,,,,,,,
21,2000,2,0,ibcm,sfftftp,,,,,,,,,
22,2000,3,0,ibcm,sfftftp,,,,,,,,,
23,2000,4,0,ibcm,sfftftp,,,,,,,,,
24,2001,1,0,ibcm,sfftftp,,,,,,,,,
25,2001,2,0,ibcm,sfftftp,,,,,,,,,
26,2001,3,0,ibcm,sfftftp,,,,,,,,,
27,2001,4,0,ibcm,sfftftp,,,,,,,,,
28,2002,1,0,ibcm,sfftftp,,,,,,,,,
29,2002,2,0,ibcm,sfftftp,,,,,,,,,
30,2002,3,0,ibcm,sfftftp,,,,,,,,,
31,2002,4,0,ibcm,sfftftp,,,,,,,,,
32,2003,1,0,ibcm,sfftftp,,,,,,,,,
33,2003,2,0,ibcm,sfftftp,,,,,,,,,
34,2003,3,0,ibcm,sfftftp,,,,,,,,,
35,2003,4,0,ibcm,sfftftp,,,,,,,,,
36,2004,1,0,ibcm,sfftftp,,,,,,,,,
37,2004,2,0,ibcm,sfftftp,,,,,,,,,
38,2004,3,0,ibcm,sfftftp,,,,,,,,,
39,2004,4,0,ibcm,sfftftp,,,,,,,,,
40,2005,1,0,ibcm,sfftftp,,,,,,,,,
41,2005,2,0,ibcm,sfftftp,,,,,,,,,
42,2005,3,0,ibcm,sfftftp,,,,,,,,,
43,2005,4,0,ibcm,sfftftp,,,,,,,,,
44,2006,1,0,ibcm,sfftftp,,,,,,,,,
45,2006,2,0,ibcm,sfftftp,,,,,,,,,
46,2006,3,0,ibcm,sfftftp,,,,,,,,,
47,2006,4,0,ibcm,sfftftp,,,,,,,,,
48,2007,1,0,ibcm,sfftftp,,,,,,,,,
49,2007,2,0,ibcm,sfftftp,,,,,,,,,
50,2007,3,0,ibcm,sfftftp,,,,,,,,,
51,2007,4,0,ibcm,sfftftp,,,,,,,,,
52,2008,1,0,ibcm,sfftftp,,,,,,,,,
53,2008,2,0,ibcm,sfftftp,,,,,,,,,
54,2008,3,0,ibcm,sfftftp,,,,,,,,,
55,2008,4,0,ibcm,sfftftp,,,,,,,,,
56,2009,1,0,ibcm,sfftftp,,,,,,,,,
57,2009,2,0,ibcm,sfftftp,,,,,,,,,
58,2009,3,0,ibcm,sfftftp,,,,,,,,,
59,2009,4,0,ibcm,sfftftp,,,,,,,,,
60,2010,1,0,ibcm,sfftftp,,,,,,,,,
61,2010,2,0,ibcm,sfftftp,,,,,,,,,
62,2010,3,0,ibcm,sfftftp,,,,,,,,,
63,2010,4,0,ibcm,sfftftp,,,,,,,,,
64,2011,1,0,ibcm,sfftftp,,,,,,,,,
65,2011,2,0,ibcm,sfftftp,,,,,,,,,
66,2011,3,0,ibcm,sfftftp,,,,,,,,,
67,2011,4,0,ibcm,sfftftp,,,,,,,,,
68,2012,1,0,ibcm,sfftftp,,,,,,,,,
69,2012,2,0,ibcm,sfftftp,,,,,,,,,
70,2012,3,0,ibcm,sfftftp,,,,,,,,,
71,2012,4,0,ibcm,sfftftp,,,,,,,,,
72,2013,1,0,ibcm,sfftftp,,,,,,,,,
73,2013,2,0,ibcm,sfftftp,,,,,,,,,
74,2013,3,0,ibcm,sfftftp,,,,,,,,,
75,2013,4,0,ibcm,sfftftp,,,,,,,,,
76,2014,1,0,ibcm,sfftftp,,,,,,,,,
77,2014,2,0,ibcm,sfftftp,,,,,,,,,
78,2014,3,0,ibcm,sfftftp,,,,,,,,,
79,2014,4,0,ibcm,sfftftp,,,,,,,,,
80,2015,1,0,ibcm,sfftftp,,,,,,,,,
81,2015,2,0,ibcm,sfftftp,,,,,,,,,
82,2015,3,0,ibcm,sfftftp,,,,,,,,,
83,2015,4,0,ibcm,sfftftp,,,,,,,,,
84,2016,1,0,ibcm,sfftftp,,,,,,,,,
85,2016,2,0,ibcm,sfftftp,,,,,,,,,
86,2016,3,0,ibcm,sfftftp,,,,,,,,,
87,2016,4,0,ibcm,sfftftp,,,,,,,,,
88,2017,1,0,ibcm,sfftftp,,,,,,,,,
89,2017,2,0,ibcm,sfftftp,,,,,,,,,
90,2017,3,0,ibcm,sfftftp,,,,,,,,,
91,2017,4,0,ibcm,sfftftp,,,,,,,,,
92,2018,1,0,ibcm,sfftftp,,,,,,,,,
93,2018,2,0,ibcm,sfftftp,,,,,,,,,
94,2018,3,0,ibcm,sfftftp,,,,,,,,,
95,2018,4,0,ibcm,sfftftp,,,,,,,,,
96,2019,1,0,ibcm,sfftftp,,,,,,,,,
97,2019,2,0,ibcm,sfftftp,,,,,,,,,
98,2019,3,0,ibcm,sfftftp,,,,,,,,,
99,2019,4,0,ibcm,sfftftp,,,,,,,,,
100,2020,1,0,ibcm,sfftftp,,,,,,,,,
101,2020,2,0,ibcm,sfftftp,,,,,,,,,
0,1995,1,0,ibcm,sfsddzp,,,,,,,,,
1,1995,2,0,ibcm,sfsddzp,,,,,,,,,
2,1995,3,0,ibcm,sfsddzp,,,,,,,,,
3,1995,4,0,ibcm,sfsddzp,,,,,,,,,
4,1996,1,0,ibcm,sfsddzp,,,,,,,,,
5,1996,2,0,ibcm,sfsddzp,,,,,,,,,
6,1996,3,0,ibcm,sfsddzp,,,,,,,,,
7,1996,4,0,ibcm,sfsddzp,,,,,,,,,
8,1997,1,0,ibcm,sfsddzp,,,,,,,,,
9,1997,2,0,ibcm,sfsddzp,,,,,,,,,
10,1997,3,0,ibcm,sfsddzp,,,,,,,,,
11,1997,4,0,ibcm,sfsddzp,,,,,,,,,
12,1998,1,0,ibcm,sfsddzp,,,,,,,,,
13,1998,2,0,ibcm,sfsddzp,,,,,,,,,
14,1998,3,0,ibcm,sfsddzp,,,,,,,,,
15,1998,4,0,ibcm,sfsddzp,,,,,,,,,
16,1999,1,0,ibcm,sfsddzp,,,,,,,,,
17,1999,2,0,ibcm,sfsddzp,,,,,,,,,
18,1999,3,0,ibcm,sfsddzp,,,,,,,,,
19,1999,4,0,ibcm,sfsddzp,,,,,,,,,
20,2000,1,0,ibcm,sfsddzp,,,,,,,,,
21,2000,2,0,ibcm,sfsddzp,,,,,,,,,
22,2000,3,0,ibcm,sfsddzp,,,,,,,,,
23,2000,4,0,ibcm,sfsddzp,,,,,,,,,
24,2001,1,0,ibcm,sfsddzp,,,,,,,,,
25,2001,2,0,ibcm,sfsddzp,,,,,,,,,
