,year,quarter,count,company_code,pub_code,,,,,,,,,
65,2011,2,0,wingsp,sfusat,,,,,,,,,
66,2011,3,0,wingsp,sfusat,,,,,,,,,
67,2011,4,0,wingsp,sfusat,,,,,,,,,
68,2012,1,0,wingsp,sfusat,,,,,,,,,
69,2012,2,0,wingsp,sfusat,,,,,,,,,
70,2012,3,0,wingsp,sfusat,,,,,,,,,
71,2012,4,0,wingsp,sfusat,,,,,,,,,
72,2013,1,0,wingsp,sfusat,,,,,,,,,
73,2013,2,0,wingsp,sfusat,,,,,,,,,
74,2013,3,0,wingsp,sfusat,,,,,,,,,
75,2013,4,0,wingsp,sfusat,,,,,,,,,
76,2014,1,0,wingsp,sfusat,,,,,,,,,
77,2014,2,0,wingsp,sfusat,,,,,,,,,
78,2014,3,0,wingsp,sfusat,,,,,,,,,
79,2014,4,0,wingsp,sfusat,,,,,,,,,
80,2015,1,0,wingsp,sfusat,,,,,,,,,
81,2015,2,0,wingsp,sfusat,,,,,,,,,
82,2015,3,0,wingsp,sfusat,,,,,,,,,
83,2015,4,0,wingsp,sfusat,,,,,,,,,
84,2016,1,0,wingsp,sfusat,,,,,,,,,
85,2016,2,0,wingsp,sfusat,,,,,,,,,
86,2016,3,0,wingsp,sfusat,,,,,,,,,
87,2016,4,0,wingsp,sfusat,,,,,,,,,
88,2017,1,0,wingsp,sfusat,,,,,,,,,
89,2017,2,0,wingsp,sfusat,,,,,,,,,
90,2017,3,0,wingsp,sfusat,,,,,,,,,
91,2017,4,0,wingsp,sfusat,,,,,,,,,
92,2018,1,0,wingsp,sfusat,,,,,,,,,
93,2018,2,0,wingsp,sfusat,,,,,,,,,
94,2018,3,0,wingsp,sfusat,,,,,,,,,
95,2018,4,0,wingsp,sfusat,,,,,,,,,
96,2019,1,0,wingsp,sfusat,,,,,,,,,
97,2019,2,0,wingsp,sfusat,,,,,,,,,
98,2019,3,0,wingsp,sfusat,,,,,,,,,
99,2019,4,0,wingsp,sfusat,,,,,,,,,
100,2020,1,0,wingsp,sfusat,,,,,,,,,
101,2020,2,0,wingsp,sfusat,,,,,,,,,
0,1995,1,0,wingsp,sfwsj,,,,,,,,,
1,1995,2,0,wingsp,sfwsj,,,,,,,,,
2,1995,3,0,wingsp,sfwsj,,,,,,,,,
3,1995,4,0,wingsp,sfwsj,,,,,,,,,
0,1996,1,0,wingsp,sfwsj,,,,,,,,,
1,1996,2,0,wingsp,sfwsj,,,,,,,,,
2,1996,3,0,wingsp,sfwsj,,,,,,,,,
3,1996,4,0,wingsp,sfwsj,,,,,,,,,
0,1997,1,0,wingsp,sfwsj,,,,,,,,,
1,1997,2,0,wingsp,sfwsj,,,,,,,,,
2,1997,3,0,wingsp,sfwsj,,,,,,,,,
3,1997,4,0,wingsp,sfwsj,,,,,,,,,
0,1998,1,0,wingsp,sfwsj,,,,,,,,,
1,1998,2,0,wingsp,sfwsj,,,,,,,,,
2,1998,3,0,wingsp,sfwsj,,,,,,,,,
3,1998,4,0,wingsp,sfwsj,,,,,,,,,
0,1999,1,0,wingsp,sfwsj,,,,,,,,,
1,1999,2,0,wingsp,sfwsj,,,,,,,,,
2,1999,3,0,wingsp,sfwsj,,,,,,,,,
3,1999,4,0,wingsp,sfwsj,,,,,,,,,
0,2000,1,0,wingsp,sfwsj,,,,,,,,,
1,2000,2,0,wingsp,sfwsj,,,,,,,,,
2,2000,3,0,wingsp,sfwsj,,,,,,,,,
3,2000,4,0,wingsp,sfwsj,,,,,,,,,
0,2001,1,0,wingsp,sfwsj,,,,,,,,,
1,2001,2,0,wingsp,sfwsj,,,,,,,,,
2,2001,3,0,wingsp,sfwsj,,,,,,,,,
3,2001,4,0,wingsp,sfwsj,,,,,,,,,
0,2002,1,0,wingsp,sfwsj,,,,,,,,,
1,2002,2,0,wingsp,sfwsj,,,,,,,,,
2,2002,3,0,wingsp,sfwsj,,,,,,,,,
3,2002,4,0,wingsp,sfwsj,,,,,,,,,
0,2003,1,0,wingsp,sfwsj,,,,,,,,,
1,2003,2,0,wingsp,sfwsj,,,,,,,,,
2,2003,3,0,wingsp,sfwsj,,,,,,,,,
3,2003,4,0,wingsp,sfwsj,,,,,,,,,
0,2004,1,0,wingsp,sfwsj,,,,,,,,,
1,2004,2,0,wingsp,sfwsj,,,,,,,,,
2,2004,3,0,wingsp,sfwsj,,,,,,,,,
3,2004,4,0,wingsp,sfwsj,,,,,,,,,
0,2005,1,0,wingsp,sfwsj,,,,,,,,,
1,2005,2,0,wingsp,sfwsj,,,,,,,,,
2,2005,3,0,wingsp,sfwsj,,,,,,,,,
3,2005,4,0,wingsp,sfwsj,,,,,,,,,
0,2006,1,0,wingsp,sfwsj,,,,,,,,,
1,2006,2,0,wingsp,sfwsj,,,,,,,,,
2,2006,3,0,wingsp,sfwsj,,,,,,,,,
3,2006,4,0,wingsp,sfwsj,,,,,,,,,
0,2007,1,0,wingsp,sfwsj,,,,,,,,,
1,2007,2,0,wingsp,sfwsj,,,,,,,,,
2,2007,3,0,wingsp,sfwsj,,,,,,,,,
3,2007,4,0,wingsp,sfwsj,,,,,,,,,
0,2008,1,0,wingsp,sfwsj,,,,,,,,,
1,2008,2,0,wingsp,sfwsj,,,,,,,,,
2,2008,3,0,wingsp,sfwsj,,,,,,,,,
3,2008,4,0,wingsp,sfwsj,,,,,,,,,
0,2009,1,0,wingsp,sfwsj,,,,,,,,,
1,2009,2,0,wingsp,sfwsj,,,,,,,,,
2,2009,3,0,wingsp,sfwsj,,,,,,,,,
3,2009,4,0,wingsp,sfwsj,,,,,,,,,
0,2010,1,0,wingsp,sfwsj,,,,,,,,,
1,2010,2,0,wingsp,sfwsj,,,,,,,,,
2,2010,3,0,wingsp,sfwsj,,,,,,,,,
3,2010,4,0,wingsp,sfwsj,,,,,,,,,
0,2011,1,0,wingsp,sfwsj,,,,,,,,,
1,2011,2,0,wingsp,sfwsj,,,,,,,,,
2,2011,3,0,wingsp,sfwsj,,,,,,,,,
3,2011,4,1,wingsp,sfwsj,,,,,,,,,
0,2012,1,0,wingsp,sfwsj,,,,,,,,,
1,2012,2,0,wingsp,sfwsj,,,,,,,,,
2,2012,3,0,wingsp,sfwsj,,,,,,,,,
3,2012,4,0,wingsp,sfwsj,,,,,,,,,
0,2013,1,0,wingsp,sfwsj,,,,,,,,,
1,2013,2,0,wingsp,sfwsj,,,,,,,,,
2,2013,3,0,wingsp,sfwsj,,,,,,,,,
3,2013,4,0,wingsp,sfwsj,,,,,,,,,
0,2014,1,0,wingsp,sfwsj,,,,,,,,,
1,2014,2,0,wingsp,sfwsj,,,,,,,,,
2,2014,3,0,wingsp,sfwsj,,,,,,,,,
3,2014,4,1,wingsp,sfwsj,,,,,,,,,
0,2015,1,0,wingsp,sfwsj,,,,,,,,,
1,2015,2,3,wingsp,sfwsj,,,,,,,,,
2,2015,3,1,wingsp,sfwsj,,,,,,,,,
3,2015,4,1,wingsp,sfwsj,,,,,,,,,
0,2016,1,0,wingsp,sfwsj,,,,,,,,,
1,2016,2,2,wingsp,sfwsj,,,,,,,,,
2,2016,3,1,wingsp,sfwsj,,,,,,,,,
3,2016,4,0,wingsp,sfwsj,,,,,,,,,
0,2017,1,0,wingsp,sfwsj,,,,,,,,,
1,2017,2,0,wingsp,sfwsj,,,,,,,,,
2,2017,3,0,wingsp,sfwsj,,,,,,,,,
3,2017,4,0,wingsp,sfwsj,,,,,,,,,
0,2018,1,0,wingsp,sfwsj,,,,,,,,,
1,2018,2,0,wingsp,sfwsj,,,,,,,,,
2,2018,3,0,wingsp,sfwsj,,,,,,,,,
3,2018,4,0,wingsp,sfwsj,,,,,,,,,
0,2019,1,0,wingsp,sfwsj,,,,,,,,,
1,2019,2,0,wingsp,sfwsj,,,,,,,,,
2,2019,3,0,wingsp,sfwsj,,,,,,,,,
3,2019,4,0,wingsp,sfwsj,,,,,,,,,
0,2020,1,0,wingsp,sfwsj,,,,,,,,,
1,2020,2,0,wingsp,sfwsj,,,,,,,,,
0,1995,1,0,wingsp,sfnyt,,,,,,,,,
1,1995,2,0,wingsp,sfnyt,,,,,,,,,
2,1995,3,0,wingsp,sfnyt,,,,,,,,,
3,1995,4,0,wingsp,sfnyt,,,,,,,,,
4,1996,1,0,wingsp,sfnyt,,,,,,,,,
5,1996,2,0,wingsp,sfnyt,,,,,,,,,
6,1996,3,0,wingsp,sfnyt,,,,,,,,,
7,1996,4,0,wingsp,sfnyt,,,,,,,,,
8,1997,1,0,wingsp,sfnyt,,,,,,,,,
9,1997,2,0,wingsp,sfnyt,,,,,,,,,
10,1997,3,0,wingsp,sfnyt,,,,,,,,,
11,1997,4,0,wingsp,sfnyt,,,,,,,,,
12,1998,1,0,wingsp,sfnyt,,,,,,,,,
13,1998,2,0,wingsp,sfnyt,,,,,,,,,
14,1998,3,0,wingsp,sfnyt,,,,,,,,,
15,1998,4,0,wingsp,sfnyt,,,,,,,,,
16,1999,1,0,wingsp,sfnyt,,,,,,,,,
17,1999,2,0,wingsp,sfnyt,,,,,,,,,
18,1999,3,0,wingsp,sfnyt,,,,,,,,,
19,1999,4,0,wingsp,sfnyt,,,,,,,,,
20,2000,1,0,wingsp,sfnyt,,,,,,,,,
21,2000,2,0,wingsp,sfnyt,,,,,,,,,
22,2000,3,0,wingsp,sfnyt,,,,,,,,,
23,2000,4,0,wingsp,sfnyt,,,,,,,,,
24,2001,1,0,wingsp,sfnyt,,,,,,,,,
25,2001,2,0,wingsp,sfnyt,,,,,,,,,
26,2001,3,0,wingsp,sfnyt,,,,,,,,,
27,2001,4,0,wingsp,sfnyt,,,,,,,,,
28,2002,1,0,wingsp,sfnyt,,,,,,,,,
29,2002,2,0,wingsp,sfnyt,,,,,,,,,
30,2002,3,0,wingsp,sfnyt,,,,,,,,,
31,2002,4,0,wingsp,sfnyt,,,,,,,,,
32,2003,1,0,wingsp,sfnyt,,,,,,,,,
33,2003,2,0,wingsp,sfnyt,,,,,,,,,
34,2003,3,0,wingsp,sfnyt,,,,,,,,,
35,2003,4,0,wingsp,sfnyt,,,,,,,,,
36,2004,1,0,wingsp,sfnyt,,,,,,,,,
37,2004,2,0,wingsp,sfnyt,,,,,,,,,
38,2004,3,0,wingsp,sfnyt,,,,,,,,,
39,2004,4,0,wingsp,sfnyt,,,,,,,,,
40,2005,1,0,wingsp,sfnyt,,,,,,,,,
41,2005,2,0,wingsp,sfnyt,,,,,,,,,
42,2005,3,0,wingsp,sfnyt,,,,,,,,,
43,2005,4,0,wingsp,sfnyt,,,,,,,,,
44,2006,1,0,wingsp,sfnyt,,,,,,,,,
45,2006,2,0,wingsp,sfnyt,,,,,,,,,
46,2006,3,0,wingsp,sfnyt,,,,,,,,,
47,2006,4,0,wingsp,sfnyt,,,,,,,,,
48,2007,1,0,wingsp,sfnyt,,,,,,,,,
49,2007,2,0,wingsp,sfnyt,,,,,,,,,
50,2007,3,0,wingsp,sfnyt,,,,,,,,,
51,2007,4,0,wingsp,sfnyt,,,,,,,,,
52,2008,1,0,wingsp,sfnyt,,,,,,,,,
53,2008,2,0,wingsp,sfnyt,,,,,,,,,
54,2008,3,0,wingsp,sfnyt,,,,,,,,,
55,2008,4,0,wingsp,sfnyt,,,,,,,,,
56,2009,1,0,wingsp,sfnyt,,,,,,,,,
57,2009,2,0,wingsp,sfnyt,,,,,,,,,
58,2009,3,0,wingsp,sfnyt,,,,,,,,,
59,2009,4,0,wingsp,sfnyt,,,,,,,,,
60,2010,1,0,wingsp,sfnyt,,,,,,,,,
61,2010,2,0,wingsp,sfnyt,,,,,,,,,
62,2010,3,0,wingsp,sfnyt,,,,,,,,,
63,2010,4,0,wingsp,sfnyt,,,,,,,,,
64,2011,1,0,wingsp,sfnyt,,,,,,,,,
65,2011,2,0,wingsp,sfnyt,,,,,,,,,
66,2011,3,0,wingsp,sfnyt,,,,,,,,,
67,2011,4,0,wingsp,sfnyt,,,,,,,,,
68,2012,1,0,wingsp,sfnyt,,,,,,,,,
69,2012,2,0,wingsp,sfnyt,,,,,,,,,
70,2012,3,0,wingsp,sfnyt,,,,,,,,,
71,2012,4,0,wingsp,sfnyt,,,,,,,,,
72,2013,1,0,wingsp,sfnyt,,,,,,,,,
73,2013,2,0,wingsp,sfnyt,,,,,,,,,
74,2013,3,0,wingsp,sfnyt,,,,,,,,,
75,2013,4,0,wingsp,sfnyt,,,,,,,,,
76,2014,1,0,wingsp,sfnyt,,,,,,,,,
77,2014,2,0,wingsp,sfnyt,,,,,,,,,
78,2014,3,0,wingsp,sfnyt,,,,,,,,,
79,2014,4,0,wingsp,sfnyt,,,,,,,,,
80,2015,1,0,wingsp,sfnyt,,,,,,,,,
81,2015,2,0,wingsp,sfnyt,,,,,,,,,
82,2015,3,0,wingsp,sfnyt,,,,,,,,,
83,2015,4,0,wingsp,sfnyt,,,,,,,,,
84,2016,1,0,wingsp,sfnyt,,,,,,,,,
85,2016,2,0,wingsp,sfnyt,,,,,,,,,
86,2016,3,0,wingsp,sfnyt,,,,,,,,,
87,2016,4,0,wingsp,sfnyt,,,,,,,,,
88,2017,1,0,wingsp,sfnyt,,,,,,,,,
89,2017,2,0,wingsp,sfnyt,,,,,,,,,
90,2017,3,0,wingsp,sfnyt,,,,,,,,,
91,2017,4,0,wingsp,sfnyt,,,,,,,,,
92,2018,1,0,wingsp,sfnyt,,,,,,,,,
93,2018,2,0,wingsp,sfnyt,,,,,,,,,
94,2018,3,0,wingsp,sfnyt,,,,,,,,,
95,2018,4,0,wingsp,sfnyt,,,,,,,,,
96,2019,1,0,wingsp,sfnyt,,,,,,,,,
97,2019,2,0,wingsp,sfnyt,,,,,,,,,
98,2019,3,0,wingsp,sfnyt,,,,,,,,,
99,2019,4,0,wingsp,sfnyt,,,,,,,,,
100,2020,1,0,wingsp,sfnyt,,,,,,,,,
101,2020,2,0,wingsp,sfnyt,,,,,,,,,
0,1995,1,0,wingsp,sfglob,,,,,,,,,
1,1995,2,0,wingsp,sfglob,,,,,,,,,
2,1995,3,0,wingsp,sfglob,,,,,,,,,
3,1995,4,0,wingsp,sfglob,,,,,,,,,
4,1996,1,0,wingsp,sfglob,,,,,,,,,
5,1996,2,0,wingsp,sfglob,,,,,,,,,
6,1996,3,0,wingsp,sfglob,,,,,,,,,
7,1996,4,0,wingsp,sfglob,,,,,,,,,
8,1997,1,0,wingsp,sfglob,,,,,,,,,
9,1997,2,0,wingsp,sfglob,,,,,,,,,
10,1997,3,0,wingsp,sfglob,,,,,,,,,
11,1997,4,0,wingsp,sfglob,,,,,,,,,
12,1998,1,0,wingsp,sfglob,,,,,,,,,
13,1998,2,0,wingsp,sfglob,,,,,,,,,
14,1998,3,0,wingsp,sfglob,,,,,,,,,
15,1998,4,0,wingsp,sfglob,,,,,,,,,
16,1999,1,0,wingsp,sfglob,,,,,,,,,
17,1999,2,0,wingsp,sfglob,,,,,,,,,
18,1999,3,0,wingsp,sfglob,,,,,,,,,
19,1999,4,0,wingsp,sfglob,,,,,,,,,
20,2000,1,0,wingsp,sfglob,,,,,,,,,
21,2000,2,0,wingsp,sfglob,,,,,,,,,
22,2000,3,0,wingsp,sfglob,,,,,,,,,
23,2000,4,0,wingsp,sfglob,,,,,,,,,
24,2001,1,0,wingsp,sfglob,,,,,,,,,
25,2001,2,0,wingsp,sfglob,,,,,,,,,
26,2001,3,0,wingsp,sfglob,,,,,,,,,
27,2001,4,0,wingsp,sfglob,,,,,,,,,
28,2002,1,0,wingsp,sfglob,,,,,,,,,
29,2002,2,0,wingsp,sfglob,,,,,,,,,
30,2002,3,0,wingsp,sfglob,,,,,,,,,
31,2002,4,0,wingsp,sfglob,,,,,,,,,
32,2003,1,0,wingsp,sfglob,,,,,,,,,
33,2003,2,0,wingsp,sfglob,,,,,,,,,
34,2003,3,0,wingsp,sfglob,,,,,,,,,
35,2003,4,0,wingsp,sfglob,,,,,,,,,
36,2004,1,0,wingsp,sfglob,,,,,,,,,
37,2004,2,0,wingsp,sfglob,,,,,,,,,
38,2004,3,0,wingsp,sfglob,,,,,,,,,
39,2004,4,0,wingsp,sfglob,,,,,,,,,
40,2005,1,0,wingsp,sfglob,,,,,,,,,
41,2005,2,0,wingsp,sfglob,,,,,,,,,
42,2005,3,0,wingsp,sfglob,,,,,,,,,
43,2005,4,0,wingsp,sfglob,,,,,,,,,
44,2006,1,0,wingsp,sfglob,,,,,,,,,
45,2006,2,0,wingsp,sfglob,,,,,,,,,
46,2006,3,0,wingsp,sfglob,,,,,,,,,
47,2006,4,0,wingsp,sfglob,,,,,,,,,
48,2007,1,0,wingsp,sfglob,,,,,,,,,
49,2007,2,0,wingsp,sfglob,,,,,,,,,
50,2007,3,0,wingsp,sfglob,,,,,,,,,
51,2007,4,0,wingsp,sfglob,,,,,,,,,
52,2008,1,0,wingsp,sfglob,,,,,,,,,
53,2008,2,0,wingsp,sfglob,,,,,,,,,
54,2008,3,0,wingsp,sfglob,,,,,,,,,
55,2008,4,0,wingsp,sfglob,,,,,,,,,
56,2009,1,0,wingsp,sfglob,,,,,,,,,
57,2009,2,0,wingsp,sfglob,,,,,,,,,
58,2009,3,0,wingsp,sfglob,,,,,,,,,
59,2009,4,0,wingsp,sfglob,,,,,,,,,
60,2010,1,0,wingsp,sfglob,,,,,,,,,
61,2010,2,0,wingsp,sfglob,,,,,,,,,
62,2010,3,0,wingsp,sfglob,,,,,,,,,
63,2010,4,0,wingsp,sfglob,,,,,,,,,
64,2011,1,0,wingsp,sfglob,,,,,,,,,
65,2011,2,0,wingsp,sfglob,,,,,,,,,
66,2011,3,0,wingsp,sfglob,,,,,,,,,
67,2011,4,0,wingsp,sfglob,,,,,,,,,
68,2012,1,0,wingsp,sfglob,,,,,,,,,
69,2012,2,0,wingsp,sfglob,,,,,,,,,
70,2012,3,0,wingsp,sfglob,,,,,,,,,
71,2012,4,0,wingsp,sfglob,,,,,,,,,
72,2013,1,0,wingsp,sfglob,,,,,,,,,
73,2013,2,0,wingsp,sfglob,,,,,,,,,
74,2013,3,0,wingsp,sfglob,,,,,,,,,
75,2013,4,0,wingsp,sfglob,,,,,,,,,
76,2014,1,0,wingsp,sfglob,,,,,,,,,
77,2014,2,0,wingsp,sfglob,,,,,,,,,
78,2014,3,0,wingsp,sfglob,,,,,,,,,
79,2014,4,0,wingsp,sfglob,,,,,,,,,
80,2015,1,0,wingsp,sfglob,,,,,,,,,
81,2015,2,0,wingsp,sfglob,,,,,,,,,
82,2015,3,0,wingsp,sfglob,,,,,,,,,
83,2015,4,0,wingsp,sfglob,,,,,,,,,
84,2016,1,0,wingsp,sfglob,,,,,,,,,
85,2016,2,0,wingsp,sfglob,,,,,,,,,
86,2016,3,0,wingsp,sfglob,,,,,,,,,
87,2016,4,0,wingsp,sfglob,,,,,,,,,
88,2017,1,0,wingsp,sfglob,,,,,,,,,
89,2017,2,0,wingsp,sfglob,,,,,,,,,
90,2017,3,0,wingsp,sfglob,,,,,,,,,
91,2017,4,0,wingsp,sfglob,,,,,,,,,
92,2018,1,0,wingsp,sfglob,,,,,,,,,
93,2018,2,0,wingsp,sfglob,,,,,,,,,
94,2018,3,0,wingsp,sfglob,,,,,,,,,
95,2018,4,0,wingsp,sfglob,,,,,,,,,
96,2019,1,0,wingsp,sfglob,,,,,,,,,
97,2019,2,0,wingsp,sfglob,,,,,,,,,
98,2019,3,0,wingsp,sfglob,,,,,,,,,
99,2019,4,0,wingsp,sfglob,,,,,,,,,
100,2020,1,0,wingsp,sfglob,,,,,,,,,
101,2020,2,0,wingsp,sfglob,,,,,,,,,
0,1995,1,0,wingsp,sfftftp,,,,,,,,,
1,1995,2,0,wingsp,sfftftp,,,,,,,,,
2,1995,3,0,wingsp,sfftftp,,,,,,,,,
3,1995,4,0,wingsp,sfftftp,,,,,,,,,
4,1996,1,0,wingsp,sfftftp,,,,,,,,,
5,1996,2,0,wingsp,sfftftp,,,,,,,,,
6,1996,3,0,wingsp,sfftftp,,,,,,,,,
7,1996,4,0,wingsp,sfftftp,,,,,,,,,
8,1997,1,0,wingsp,sfftftp,,,,,,,,,
9,1997,2,0,wingsp,sfftftp,,,,,,,,,
10,1997,3,0,wingsp,sfftftp,,,,,,,,,
11,1997,4,0,wingsp,sfftftp,,,,,,,,,
12,1998,1,0,wingsp,sfftftp,,,,,,,,,
13,1998,2,0,wingsp,sfftftp,,,,,,,,,
14,1998,3,0,wingsp,sfftftp,,,,,,,,,
15,1998,4,0,wingsp,sfftftp,,,,,,,,,
16,1999,1,0,wingsp,sfftftp,,,,,,,,,
17,1999,2,0,wingsp,sfftftp,,,,,,,,,
18,1999,3,0,wingsp,sfftftp,,,,,,,,,
19,1999,4,0,wingsp,sfftftp,,,,,,,,,
20,2000,1,0,wingsp,sfftftp,,,,,,,,,
21,2000,2,0,wingsp,sfftftp,,,,,,,,,
22,2000,3,0,wingsp,sfftftp,,,,,,,,,
23,2000,4,0,wingsp,sfftftp,,,,,,,,,
24,2001,1,0,wingsp,sfftftp,,,,,,,,,
25,2001,2,0,wingsp,sfftftp,,,,,,,,,
26,2001,3,0,wingsp,sfftftp,,,,,,,,,
27,2001,4,0,wingsp,sfftftp,,,,,,,,,
28,2002,1,0,wingsp,sfftftp,,,,,,,,,
29,2002,2,0,wingsp,sfftftp,,,,,,,,,
30,2002,3,0,wingsp,sfftftp,,,,,,,,,
31,2002,4,0,wingsp,sfftftp,,,,,,,,,
32,2003,1,0,wingsp,sfftftp,,,,,,,,,
33,2003,2,0,wingsp,sfftftp,,,,,,,,,
34,2003,3,0,wingsp,sfftftp,,,,,,,,,
35,2003,4,0,wingsp,sfftftp,,,,,,,,,
36,2004,1,0,wingsp,sfftftp,,,,,,,,,
37,2004,2,0,wingsp,sfftftp,,,,,,,,,
38,2004,3,0,wingsp,sfftftp,,,,,,,,,
39,2004,4,0,wingsp,sfftftp,,,,,,,,,
40,2005,1,0,wingsp,sfftftp,,,,,,,,,
41,2005,2,0,wingsp,sfftftp,,,,,,,,,
42,2005,3,0,wingsp,sfftftp,,,,,,,,,
43,2005,4,0,wingsp,sfftftp,,,,,,,,,
44,2006,1,0,wingsp,sfftftp,,,,,,,,,
45,2006,2,0,wingsp,sfftftp,,,,,,,,,
46,2006,3,0,wingsp,sfftftp,,,,,,,,,
47,2006,4,0,wingsp,sfftftp,,,,,,,,,
48,2007,1,0,wingsp,sfftftp,,,,,,,,,
49,2007,2,0,wingsp,sfftftp,,,,,,,,,
50,2007,3,0,wingsp,sfftftp,,,,,,,,,
51,2007,4,0,wingsp,sfftftp,,,,,,,,,
52,2008,1,0,wingsp,sfftftp,,,,,,,,,
53,2008,2,0,wingsp,sfftftp,,,,,,,,,
54,2008,3,0,wingsp,sfftftp,,,,,,,,,
55,2008,4,0,wingsp,sfftftp,,,,,,,,,
56,2009,1,0,wingsp,sfftftp,,,,,,,,,
57,2009,2,0,wingsp,sfftftp,,,,,,,,,
58,2009,3,0,wingsp,sfftftp,,,,,,,,,
59,2009,4,0,wingsp,sfftftp,,,,,,,,,
60,2010,1,0,wingsp,sfftftp,,,,,,,,,
61,2010,2,0,wingsp,sfftftp,,,,,,,,,
62,2010,3,0,wingsp,sfftftp,,,,,,,,,
63,2010,4,0,wingsp,sfftftp,,,,,,,,,
64,2011,1,0,wingsp,sfftftp,,,,,,,,,
65,2011,2,0,wingsp,sfftftp,,,,,,,,,
66,2011,3,0,wingsp,sfftftp,,,,,,,,,
67,2011,4,0,wingsp,sfftftp,,,,,,,,,
68,2012,1,0,wingsp,sfftftp,,,,,,,,,
69,2012,2,0,wingsp,sfftftp,,,,,,,,,
70,2012,3,0,wingsp,sfftftp,,,,,,,,,
71,2012,4,0,wingsp,sfftftp,,,,,,,,,
72,2013,1,0,wingsp,sfftftp,,,,,,,,,
73,2013,2,0,wingsp,sfftftp,,,,,,,,,
74,2013,3,0,wingsp,sfftftp,,,,,,,,,
75,2013,4,0,wingsp,sfftftp,,,,,,,,,
76,2014,1,0,wingsp,sfftftp,,,,,,,,,
77,2014,2,0,wingsp,sfftftp,,,,,,,,,
78,2014,3,0,wingsp,sfftftp,,,,,,,,,
79,2014,4,0,wingsp,sfftftp,,,,,,,,,
80,2015,1,0,wingsp,sfftftp,,,,,,,,,
81,2015,2,0,wingsp,sfftftp,,,,,,,,,
82,2015,3,0,wingsp,sfftftp,,,,,,,,,
83,2015,4,0,wingsp,sfftftp,,,,,,,,,
84,2016,1,0,wingsp,sfftftp,,,,,,,,,
85,2016,2,0,wingsp,sfftftp,,,,,,,,,
86,2016,3,0,wingsp,sfftftp,,,,,,,,,
87,2016,4,0,wingsp,sfftftp,,,,,,,,,
88,2017,1,0,wingsp,sfftftp,,,,,,,,,
89,2017,2,0,wingsp,sfftftp,,,,,,,,,
90,2017,3,0,wingsp,sfftftp,,,,,,,,,
91,2017,4,0,wingsp,sfftftp,,,,,,,,,
92,2018,1,0,wingsp,sfftftp,,,,,,,,,
93,2018,2,0,wingsp,sfftftp,,,,,,,,,
94,2018,3,0,wingsp,sfftftp,,,,,,,,,
95,2018,4,0,wingsp,sfftftp,,,,,,,,,
96,2019,1,0,wingsp,sfftftp,,,,,,,,,
97,2019,2,0,wingsp,sfftftp,,,,,,,,,
98,2019,3,0,wingsp,sfftftp,,,,,,,,,
99,2019,4,0,wingsp,sfftftp,,,,,,,,,
100,2020,1,0,wingsp,sfftftp,,,,,,,,,
101,2020,2,0,wingsp,sfftftp,,,,,,,,,
0,1995,1,0,wingsp,sfsddzp,,,,,,,,,
1,1995,2,0,wingsp,sfsddzp,,,,,,,,,
2,1995,3,0,wingsp,sfsddzp,,,,,,,,,
3,1995,4,0,wingsp,sfsddzp,,,,,,,,,
4,1996,1,0,wingsp,sfsddzp,,,,,,,,,
5,1996,2,0,wingsp,sfsddzp,,,,,,,,,
6,1996,3,0,wingsp,sfsddzp,,,,,,,,,
7,1996,4,0,wingsp,sfsddzp,,,,,,,,,
8,1997,1,0,wingsp,sfsddzp,,,,,,,,,
9,1997,2,0,wingsp,sfsddzp,,,,,,,,,
10,1997,3,0,wingsp,sfsddzp,,,,,,,,,
11,1997,4,0,wingsp,sfsddzp,,,,,,,,,
12,1998,1,0,wingsp,sfsddzp,,,,,,,,,
13,1998,2,0,wingsp,sfsddzp,,,,,,,,,
14,1998,3,0,wingsp,sfsddzp,,,,,,,,,
15,1998,4,0,wingsp,sfsddzp,,,,,,,,,
16,1999,1,0,wingsp,sfsddzp,,,,,,,,,
17,1999,2,0,wingsp,sfsddzp,,,,,,,,,
18,1999,3,0,wingsp,sfsddzp,,,,,,,,,
19,1999,4,0,wingsp,sfsddzp,,,,,,,,,
20,2000,1,0,wingsp,sfsddzp,,,,,,,,,
21,2000,2,0,wingsp,sfsddzp,,,,,,,,,
22,2000,3,0,wingsp,sfsddzp,,,,,,,,,
23,2000,4,0,wingsp,sfsddzp,,,,,,,,,
24,2001,1,0,wingsp,sfsddzp,,,,,,,,,
25,2001,2,0,wingsp,sfsddzp,,,,,,,,,
26,2001,3,0,wingsp,sfsddzp,,,,,,,,,
27,2001,4,0,wingsp,sfsddzp,,,,,,,,,
28,2002,1,0,wingsp,sfsddzp,,,,,,,,,
29,2002,2,0,wingsp,sfsddzp,,,,,,,,,
30,2002,3,0,wingsp,sfsddzp,,,,,,,,,
31,2002,4,0,wingsp,sfsddzp,,,,,,,,,
32,2003,1,0,wingsp,sfsddzp,,,,,,,,,
33,2003,2,0,wingsp,sfsddzp,,,,,,,,,
34,2003,3,0,wingsp,sfsddzp,,,,,,,,,
35,2003,4,0,wingsp,sfsddzp,,,,,,,,,
36,2004,1,0,wingsp,sfsddzp,,,,,,,,,
37,2004,2,0,wingsp,sfsddzp,,,,,,,,,
38,2004,3,0,wingsp,sfsddzp,,,,,,,,,
39,2004,4,0,wingsp,sfsddzp,,,,,,,,,
